,State Code,County Code,Latitude,Longitude,Date Local,State Name,County Name,City Name,AQI NO2,1st Max Value NO2,1st Max Hour NO2,Arithmetic Mean NO2
271,1,73,33.521427,-86.844112,2022-10-01,Alabama,Jefferson,Birmingham,19,20.5,23,8.9
272,1,73,33.521427,-86.844112,2022-10-02,Alabama,Jefferson,Birmingham,22,23.7,1,7.575
273,1,73,33.521427,-86.844112,2022-10-03,Alabama,Jefferson,Birmingham,13,14.2,5,6.2375
274,1,73,33.521427,-86.844112,2022-10-04,Alabama,Jefferson,Birmingham,22,23.7,19,9.691667
275,1,73,33.521427,-86.844112,2022-10-05,Alabama,Jefferson,Birmingham,29,31.4,20,11.685714
276,1,73,33.521427,-86.844112,2022-10-06,Alabama,Jefferson,Birmingham,28,30.3,19,10.6375
277,1,73,33.521427,-86.844112,2022-10-07,Alabama,Jefferson,Birmingham,27,29.6,18,9.308333
278,1,73,33.521427,-86.844112,2022-10-08,Alabama,Jefferson,Birmingham,14,15.3,23,4.525
279,1,73,33.521427,-86.844112,2022-10-09,Alabama,Jefferson,Birmingham,25,27.5,19,8.841667
280,1,73,33.521427,-86.844112,2022-10-10,Alabama,Jefferson,Birmingham,28,30.8,21,12.204167
282,1,73,33.521427,-86.844112,2022-10-12,Alabama,Jefferson,Birmingham,14,15.2,9,8.691667
283,1,73,33.521427,-86.844112,2022-10-13,Alabama,Jefferson,Birmingham,20,21.6,20,8.6125
284,1,73,33.521427,-86.844112,2022-10-14,Alabama,Jefferson,Birmingham,24,25.0,18,10.195833
286,1,73,33.521427,-86.844112,2022-10-16,Alabama,Jefferson,Birmingham,20,21.8,0,11.35
287,1,73,33.521427,-86.844112,2022-10-17,Alabama,Jefferson,Birmingham,15,16.4,3,5.908333
288,1,73,33.521427,-86.844112,2022-10-18,Alabama,Jefferson,Birmingham,10,11.4,19,3.975
289,1,73,33.521427,-86.844112,2022-10-19,Alabama,Jefferson,Birmingham,17,18.1,20,7.977273
290,1,73,33.521427,-86.844112,2022-10-20,Alabama,Jefferson,Birmingham,24,25.2,19,7.154167
291,1,73,33.521427,-86.844112,2022-10-21,Alabama,Jefferson,Birmingham,16,17.1,17,7.970833
292,1,73,33.521427,-86.844112,2022-10-22,Alabama,Jefferson,Birmingham,30,32.4,23,14.470833
293,1,73,33.521427,-86.844112,2022-10-23,Alabama,Jefferson,Birmingham,25,27.6,18,16.55
294,1,73,33.521427,-86.844112,2022-10-24,Alabama,Jefferson,Birmingham,24,25.7,2,11.208333
296,1,73,33.521427,-86.844112,2022-10-26,Alabama,Jefferson,Birmingham,10,11.1,23,4.091667
297,1,73,33.521427,-86.844112,2022-10-27,Alabama,Jefferson,Birmingham,20,21.8,22,8.845833
298,1,73,33.521427,-86.844112,2022-10-28,Alabama,Jefferson,Birmingham,16,17.3,5,8.566667
299,1,73,33.521427,-86.844112,2022-10-29,Alabama,Jefferson,Birmingham,10,11.4,6,6.208333
300,1,73,33.521427,-86.844112,2022-10-30,Alabama,Jefferson,Birmingham,8,8.2,23,3.654167
301,1,73,33.521427,-86.844112,2022-10-31,Alabama,Jefferson,Birmingham,13,14.3,17,8.266667
302,1,73,33.521427,-86.844112,2022-11-01,Alabama,Jefferson,Birmingham,23,24.4,18,6.425
303,1,73,33.521427,-86.844112,2022-11-02,Alabama,Jefferson,Birmingham,22,23.7,19,11.366667
304,1,73,33.521427,-86.844112,2022-11-03,Alabama,Jefferson,Birmingham,25,26.7,20,15.320833
305,1,73,33.521427,-86.844112,2022-11-04,Alabama,Jefferson,Birmingham,13,14.5,6,7.675
306,1,73,33.521427,-86.844112,2022-11-05,Alabama,Jefferson,Birmingham,8,9.3,11,4.970833
307,1,73,33.521427,-86.844112,2022-11-06,Alabama,Jefferson,Birmingham,15,16.1,20,8.758333
309,1,73,33.521427,-86.844112,2022-11-08,Alabama,Jefferson,Birmingham,21,22.6,17,9.066667
310,1,73,33.521427,-86.844112,2022-11-09,Alabama,Jefferson,Birmingham,17,18.1,20,9.991667
311,1,73,33.521427,-86.844112,2022-11-10,Alabama,Jefferson,Birmingham,8,9.4,6,5.045833
312,1,73,33.521427,-86.844112,2022-11-11,Alabama,Jefferson,Birmingham,13,14.9,21,6.970833
313,1,73,33.521427,-86.844112,2022-11-12,Alabama,Jefferson,Birmingham,13,14.5,1,4.425
314,1,73,33.521427,-86.844112,2022-11-13,Alabama,Jefferson,Birmingham,7,7.4,23,2.891667
315,1,73,33.521427,-86.844112,2022-11-14,Alabama,Jefferson,Birmingham,15,16.8,17,7.825
316,1,73,33.521427,-86.844112,2022-11-15,Alabama,Jefferson,Birmingham,8,9.9,7,4.979167
317,1,73,33.521427,-86.844112,2022-11-16,Alabama,Jefferson,Birmingham,16,17.8,22,6.457143
318,1,73,33.521427,-86.844112,2022-11-17,Alabama,Jefferson,Birmingham,21,22.5,20,10.558333
319,1,73,33.521427,-86.844112,2022-11-18,Alabama,Jefferson,Birmingham,21,22.2,18,11.469565
320,1,73,33.521427,-86.844112,2022-11-19,Alabama,Jefferson,Birmingham,14,15.5,6,7.758333
322,1,73,33.521427,-86.844112,2022-11-21,Alabama,Jefferson,Birmingham,24,25.5,19,12.225
323,1,73,33.521427,-86.844112,2022-11-22,Alabama,Jefferson,Birmingham,22,23.6,19,15.783333
324,1,73,33.521427,-86.844112,2022-11-23,Alabama,Jefferson,Birmingham,20,21.7,20,13.016667
325,1,73,33.521427,-86.844112,2022-11-24,Alabama,Jefferson,Birmingham,25,26.3,1,11.429167
326,1,73,33.521427,-86.844112,2022-11-25,Alabama,Jefferson,Birmingham,11,12.9,17,5.766667
327,1,73,33.521427,-86.844112,2022-11-26,Alabama,Jefferson,Birmingham,13,14.2,0,5.766667
328,1,73,33.521427,-86.844112,2022-11-27,Alabama,Jefferson,Birmingham,12,13.0,17,5.020833
329,1,73,33.521427,-86.844112,2022-11-28,Alabama,Jefferson,Birmingham,19,20.4,17,8.8625
330,1,73,33.521427,-86.844112,2022-11-29,Alabama,Jefferson,Birmingham,15,16.4,6,7.475
331,1,73,33.521427,-86.844112,2022-11-30,Alabama,Jefferson,Birmingham,15,16.3,20,6.342857
332,1,73,33.521427,-86.844112,2022-12-01,Alabama,Jefferson,Birmingham,19,20.9,18,10.7375
333,1,73,33.521427,-86.844112,2022-12-02,Alabama,Jefferson,Birmingham,14,15.8,7,8.2
334,1,73,33.521427,-86.844112,2022-12-03,Alabama,Jefferson,Birmingham,10,11.0,18,4.758333
335,1,73,33.521427,-86.844112,2022-12-04,Alabama,Jefferson,Birmingham,10,11.2,23,5.033333
337,1,73,33.521427,-86.844112,2022-12-06,Alabama,Jefferson,Birmingham,13,14.3,19,7.170833
338,1,73,33.521427,-86.844112,2022-12-07,Alabama,Jefferson,Birmingham,12,13.2,18,7.879167
340,1,73,33.521427,-86.844112,2022-12-09,Alabama,Jefferson,Birmingham,9,10.2,22,6.3
341,1,73,33.521427,-86.844112,2022-12-10,Alabama,Jefferson,Birmingham,8,9.2,22,5.291667
342,1,73,33.521427,-86.844112,2022-12-11,Alabama,Jefferson,Birmingham,8,8.6,2,5.508333
343,1,73,33.521427,-86.844112,2022-12-12,Alabama,Jefferson,Birmingham,8,9.1,22,5.591667
344,1,73,33.521427,-86.844112,2022-12-13,Alabama,Jefferson,Birmingham,7,7.7,6,5.516667
345,1,73,33.521427,-86.844112,2022-12-14,Alabama,Jefferson,Birmingham,6,6.2,15,4.025
349,1,73,33.521427,-86.844112,2022-12-18,Alabama,Jefferson,Birmingham,23,24.8,22,9.516667
350,1,73,33.521427,-86.844112,2022-12-19,Alabama,Jefferson,Birmingham,19,20.6,2,14.9375
351,1,73,33.521427,-86.844112,2022-12-20,Alabama,Jefferson,Birmingham,13,14.3,7,8.679167
352,1,73,33.521427,-86.844112,2022-12-21,Alabama,Jefferson,Birmingham,12,13.8,17,8.791667
353,1,73,33.521427,-86.844112,2022-12-22,Alabama,Jefferson,Birmingham,9,10.5,17,5.941667
355,1,73,33.521427,-86.844112,2022-12-24,Alabama,Jefferson,Birmingham,11,12.2,21,3.641667
356,1,73,33.521427,-86.844112,2022-12-25,Alabama,Jefferson,Birmingham,21,22.5,18,7.808333
357,1,73,33.521427,-86.844112,2022-12-26,Alabama,Jefferson,Birmingham,17,18.9,21,9.183333
358,1,73,33.521427,-86.844112,2022-12-27,Alabama,Jefferson,Birmingham,20,21.0,17,14.691667
359,1,73,33.521427,-86.844112,2022-12-28,Alabama,Jefferson,Birmingham,21,22.5,0,11.757895
360,1,73,33.521427,-86.844112,2022-12-29,Alabama,Jefferson,Birmingham,14,15.7,17,7.108333
361,1,73,33.521427,-86.844112,2022-12-30,Alabama,Jefferson,Birmingham,14,15.1,17,6.8125
363,1,73,33.521427,-86.844112,2023-01-02,Alabama,Jefferson,Birmingham,8,9.2,7,5.104167
364,1,73,33.521427,-86.844112,2023-01-03,Alabama,Jefferson,Birmingham,9,10.3,14,5.4625
366,1,73,33.521427,-86.844112,2023-01-05,Alabama,Jefferson,Birmingham,21,22.8,18,11.429167
367,1,73,33.521427,-86.844112,2023-01-06,Alabama,Jefferson,Birmingham,21,22.2,1,13.445833
368,1,73,33.521427,-86.844112,2023-01-07,Alabama,Jefferson,Birmingham,17,18.0,18,8.670833
369,1,73,33.521427,-86.844112,2023-01-08,Alabama,Jefferson,Birmingham,12,13.1,17,6.45
370,1,73,33.521427,-86.844112,2023-01-09,Alabama,Jefferson,Birmingham,18,19.1,19,8.283333
371,1,73,33.521427,-86.844112,2023-01-10,Alabama,Jefferson,Birmingham,21,22.1,20,8.879167
372,1,73,33.521427,-86.844112,2023-01-11,Alabama,Jefferson,Birmingham,13,14.5,17,8.195
373,1,73,33.521427,-86.844112,2023-01-12,Alabama,Jefferson,Birmingham,8,8.0,13,4.25
374,1,73,33.521427,-86.844112,2023-01-13,Alabama,Jefferson,Birmingham,3,3.4,0,2.5125
376,1,73,33.521427,-86.844112,2023-01-15,Alabama,Jefferson,Birmingham,22,23.0,19,13.229167
378,1,73,33.521427,-86.844112,2023-01-17,Alabama,Jefferson,Birmingham,12,13.8,16,8.663158
380,1,73,33.521427,-86.844112,2023-01-19,Alabama,Jefferson,Birmingham,12,13.2,17,6.783333
381,1,73,33.521427,-86.844112,2023-01-20,Alabama,Jefferson,Birmingham,13,14.6,18,6.354167
382,1,73,33.521427,-86.844112,2023-01-21,Alabama,Jefferson,Birmingham,13,14.7,18,8.604167
383,1,73,33.521427,-86.844112,2023-01-22,Alabama,Jefferson,Birmingham,7,7.1,21,4.8875
384,1,73,33.521427,-86.844112,2023-01-23,Alabama,Jefferson,Birmingham,25,26.8,18,7.520833
385,1,73,33.521427,-86.844112,2023-01-24,Alabama,Jefferson,Birmingham,16,17.7,17,7.158333
386,1,73,33.521427,-86.844112,2023-01-25,Alabama,Jefferson,Birmingham,9,10.4,7,5.421053
387,1,73,33.521427,-86.844112,2023-01-26,Alabama,Jefferson,Birmingham,11,12.3,19,5.58
388,1,73,33.521427,-86.844112,2023-01-27,Alabama,Jefferson,Birmingham,19,20.0,19,13.644444
389,1,73,33.521427,-86.844112,2023-01-28,Alabama,Jefferson,Birmingham,19,20.0,5,10.6375
390,1,73,33.521427,-86.844112,2023-01-29,Alabama,Jefferson,Birmingham,17,18.9,16,10.775
392,1,73,33.521427,-86.844112,2023-01-31,Alabama,Jefferson,Birmingham,8,9.5,6,5.991667
393,1,73,33.521427,-86.844112,2023-02-01,Alabama,Jefferson,Birmingham,7,7.9,23,5.204167
394,1,73,33.521427,-86.844112,2023-02-02,Alabama,Jefferson,Birmingham,6,6.6,1,6.057143
395,1,73,33.521427,-86.844112,2023-02-03,Alabama,Jefferson,Birmingham,10,11.0,22,4.416667
396,1,73,33.521427,-86.844112,2023-02-04,Alabama,Jefferson,Birmingham,19,20.4,17,9.85
397,1,73,33.521427,-86.844112,2023-02-05,Alabama,Jefferson,Birmingham,25,26.9,20,10.4
398,1,73,33.521427,-86.844112,2023-02-06,Alabama,Jefferson,Birmingham,22,23.8,17,11.004167
399,1,73,33.521427,-86.844112,2023-02-07,Alabama,Jefferson,Birmingham,23,24.8,0,15.1
400,1,73,33.521427,-86.844112,2023-02-08,Alabama,Jefferson,Birmingham,15,16.2,6,10.9
401,1,73,33.521427,-86.844112,2023-02-24,Alabama,Jefferson,Birmingham,19,20.9,19,10.944444
402,1,73,33.521427,-86.844112,2023-02-25,Alabama,Jefferson,Birmingham,20,21.3,3,8.883333
403,1,73,33.521427,-86.844112,2023-02-26,Alabama,Jefferson,Birmingham,15,16.7,20,7.133333
404,1,73,33.521427,-86.844112,2023-02-27,Alabama,Jefferson,Birmingham,20,21.4,19,8.766667
405,1,73,33.521427,-86.844112,2023-02-28,Alabama,Jefferson,Birmingham,41,43.9,20,23.5
406,1,73,33.521427,-86.844112,2023-03-01,Alabama,Jefferson,Birmingham,32,34.7,0,8.377273
407,1,73,33.521427,-86.844112,2023-03-02,Alabama,Jefferson,Birmingham,18,19.2,11,9.945833
408,1,73,33.521427,-86.844112,2023-03-03,Alabama,Jefferson,Birmingham,15,16.7,18,5.8125
409,1,73,33.521427,-86.844112,2023-03-04,Alabama,Jefferson,Birmingham,24,25.7,3,9.45
410,1,73,33.521427,-86.844112,2023-03-05,Alabama,Jefferson,Birmingham,33,35.5,20,17.075
411,1,73,33.521427,-86.844112,2023-03-06,Alabama,Jefferson,Birmingham,26,28.4,5,17.508333
412,1,73,33.521427,-86.844112,2023-03-07,Alabama,Jefferson,Birmingham,10,11.6,6,5.079167
413,1,73,33.521427,-86.844112,2023-03-08,Alabama,Jefferson,Birmingham,16,17.3,21,7.865
414,1,73,33.521427,-86.844112,2023-03-09,Alabama,Jefferson,Birmingham,19,20.0,23,13.588889
415,1,73,33.521427,-86.844112,2023-03-10,Alabama,Jefferson,Birmingham,19,20.9,0,11.027778
416,1,73,33.521427,-86.844112,2023-03-11,Alabama,Jefferson,Birmingham,17,18.0,4,9.541667
417,1,73,33.521427,-86.844112,2023-03-12,Alabama,Jefferson,Birmingham,9,10.4,8,4.45
419,1,73,33.521427,-86.844112,2023-03-14,Alabama,Jefferson,Birmingham,12,13.8,23,5.316667
420,1,73,33.521427,-86.844112,2023-03-15,Alabama,Jefferson,Birmingham,42,44.8,19,21.010526
421,1,73,33.521427,-86.844112,2023-03-16,Alabama,Jefferson,Birmingham,34,36.3,5,16.183333
422,1,73,33.521427,-86.844112,2023-03-17,Alabama,Jefferson,Birmingham,10,11.0,22,5.35
423,1,73,33.521427,-86.844112,2023-03-18,Alabama,Jefferson,Birmingham,11,12.3,6,4.158333
424,1,73,33.521427,-86.844112,2023-03-19,Alabama,Jefferson,Birmingham,11,12.1,23,4.170833
425,1,73,33.521427,-86.844112,2023-03-20,Alabama,Jefferson,Birmingham,37,39.6,21,14.845833
426,1,73,33.521427,-86.844112,2023-03-21,Alabama,Jefferson,Birmingham,34,36.3,6,16.395833
427,1,73,33.521427,-86.844112,2023-03-22,Alabama,Jefferson,Birmingham,25,27.3,6,11.716667
428,1,73,33.521427,-86.844112,2023-03-23,Alabama,Jefferson,Birmingham,13,14.9,5,8.311111
432,1,73,33.521427,-86.844112,2023-03-27,Alabama,Jefferson,Birmingham,29,31.7,23,5.6375
433,1,73,33.521427,-86.844112,2023-03-28,Alabama,Jefferson,Birmingham,33,35.1,0,9.5375
434,1,73,33.521427,-86.844112,2023-03-29,Alabama,Jefferson,Birmingham,41,43.1,19,14.87
435,1,73,33.521427,-86.844112,2023-03-30,Alabama,Jefferson,Birmingham,27,29.9,0,15.1375
436,1,73,33.521427,-86.844112,2023-03-31,Alabama,Jefferson,Birmingham,12,13.1,6,7.383333
437,1,73,33.521427,-86.844112,2023-04-01,Alabama,Jefferson,Birmingham,10,11.1,6,5.029167
438,1,73,33.521427,-86.844112,2023-04-02,Alabama,Jefferson,Birmingham,31,33.3,19,10.975
439,1,73,33.521427,-86.844112,2023-04-03,Alabama,Jefferson,Birmingham,22,23.6,4,10.445833
440,1,73,33.521427,-86.844112,2023-04-04,Alabama,Jefferson,Birmingham,9,10.0,5,6.2
441,1,73,33.521427,-86.844112,2023-04-05,Alabama,Jefferson,Birmingham,11,12.1,21,6.347619
442,1,73,33.521427,-86.844112,2023-04-06,Alabama,Jefferson,Birmingham,24,25.2,2,10.59
443,1,73,33.521427,-86.844112,2023-04-07,Alabama,Jefferson,Birmingham,5,5.4,20,3.25
445,1,73,33.521427,-86.844112,2023-04-09,Alabama,Jefferson,Birmingham,7,7.4,22,3.35
446,1,73,33.521427,-86.844112,2023-04-10,Alabama,Jefferson,Birmingham,25,27.2,23,9.029167
447,1,73,33.521427,-86.844112,2023-04-11,Alabama,Jefferson,Birmingham,47,50.3,19,24.279167
448,1,73,33.521427,-86.844112,2023-04-12,Alabama,Jefferson,Birmingham,38,40.3,21,27.577778
449,1,73,33.521427,-86.844112,2023-04-13,Alabama,Jefferson,Birmingham,28,30.5,0,9.529167
450,1,73,33.521427,-86.844112,2023-04-14,Alabama,Jefferson,Birmingham,18,19.0,21,9.483333
451,1,73,33.521427,-86.844112,2023-04-15,Alabama,Jefferson,Birmingham,13,14.4,5,9.079167
452,1,73,33.521427,-86.844112,2023-04-16,Alabama,Jefferson,Birmingham,8,9.9,20,3.791667
453,1,73,33.521427,-86.844112,2023-04-17,Alabama,Jefferson,Birmingham,34,36.2,19,14.3875
454,1,73,33.521427,-86.844112,2023-04-18,Alabama,Jefferson,Birmingham,39,41.4,22,21.958333
455,1,73,33.521427,-86.844112,2023-04-19,Alabama,Jefferson,Birmingham,45,48.4,19,25.536842
456,1,73,33.521427,-86.844112,2023-04-20,Alabama,Jefferson,Birmingham,38,40.6,19,16.371429
457,1,73,33.521427,-86.844112,2023-04-21,Alabama,Jefferson,Birmingham,29,31.5,4,9.429167
458,1,73,33.521427,-86.844112,2023-04-22,Alabama,Jefferson,Birmingham,29,31.2,21,7.15
460,1,73,33.521427,-86.844112,2023-04-24,Alabama,Jefferson,Birmingham,8,8.5,21,4.295833
461,1,73,33.521427,-86.844112,2023-04-25,Alabama,Jefferson,Birmingham,23,24.7,22,11.0
462,1,73,33.521427,-86.844112,2023-04-26,Alabama,Jefferson,Birmingham,22,23.5,1,6.740909
463,1,73,33.521427,-86.844112,2023-04-27,Alabama,Jefferson,Birmingham,12,13.4,7,8.25
464,1,73,33.521427,-86.844112,2023-04-28,Alabama,Jefferson,Birmingham,15,16.4,19,7.0375
465,1,73,33.521427,-86.844112,2023-04-29,Alabama,Jefferson,Birmingham,19,20.1,20,9.658333
466,1,73,33.521427,-86.844112,2023-04-30,Alabama,Jefferson,Birmingham,19,20.7,22,3.7875
467,1,73,33.521427,-86.844112,2023-05-01,Alabama,Jefferson,Birmingham,23,24.1,21,10.1
468,1,73,33.521427,-86.844112,2023-05-02,Alabama,Jefferson,Birmingham,23,24.7,4,10.008333
469,1,73,33.521427,-86.844112,2023-05-03,Alabama,Jefferson,Birmingham,40,42.2,20,16.422727
471,1,73,33.521427,-86.844112,2023-05-05,Alabama,Jefferson,Birmingham,34,36.4,6,13.216667
472,1,73,33.521427,-86.844112,2023-05-06,Alabama,Jefferson,Birmingham,10,11.3,20,5.279167
473,1,73,33.521427,-86.844112,2023-05-07,Alabama,Jefferson,Birmingham,12,13.0,19,4.608333
474,1,73,33.521427,-86.844112,2023-05-08,Alabama,Jefferson,Birmingham,20,21.5,4,8.570833
475,1,73,33.521427,-86.844112,2023-05-09,Alabama,Jefferson,Birmingham,15,16.8,17,7.3375
476,1,73,33.521427,-86.844112,2023-05-10,Alabama,Jefferson,Birmingham,25,26.8,3,11.871429
477,1,73,33.521427,-86.844112,2023-05-11,Alabama,Jefferson,Birmingham,16,17.3,21,7.570833
478,1,73,33.521427,-86.844112,2023-05-12,Alabama,Jefferson,Birmingham,15,16.9,18,9.679167
479,1,73,33.521427,-86.844112,2023-05-13,Alabama,Jefferson,Birmingham,26,28.7,20,10.425
480,1,73,33.521427,-86.844112,2023-05-14,Alabama,Jefferson,Birmingham,20,21.0,22,7.929167
481,1,73,33.521427,-86.844112,2023-05-15,Alabama,Jefferson,Birmingham,17,18.8,23,9.033333
482,1,73,33.521427,-86.844112,2023-05-16,Alabama,Jefferson,Birmingham,17,18.3,13,11.158333
484,1,73,33.521427,-86.844112,2023-05-18,Alabama,Jefferson,Birmingham,15,16.2,1,8.338095
485,1,73,33.521427,-86.844112,2023-05-19,Alabama,Jefferson,Birmingham,10,11.0,18,7.170833
486,1,73,33.521427,-86.844112,2023-05-20,Alabama,Jefferson,Birmingham,8,8.9,1,4.441667
487,1,73,33.521427,-86.844112,2023-05-21,Alabama,Jefferson,Birmingham,14,15.3,23,3.675
488,1,73,33.521427,-86.844112,2023-05-22,Alabama,Jefferson,Birmingham,16,17.6,0,7.979167
489,1,73,33.521427,-86.844112,2023-05-23,Alabama,Jefferson,Birmingham,14,15.9,20,7.685714
490,1,73,33.521427,-86.844112,2023-05-24,Alabama,Jefferson,Birmingham,35,37.5,20,12.379167
491,1,73,33.521427,-86.844112,2023-05-25,Alabama,Jefferson,Birmingham,28,30.3,21,13.1375
492,1,73,33.521427,-86.844112,2023-05-26,Alabama,Jefferson,Birmingham,23,24.8,3,10.445833
493,1,73,33.521427,-86.844112,2023-05-27,Alabama,Jefferson,Birmingham,28,30.6,23,6.129167
494,1,73,33.521427,-86.844112,2023-05-28,Alabama,Jefferson,Birmingham,7,7.8,0,3.770833
495,1,73,33.521427,-86.844112,2023-05-29,Alabama,Jefferson,Birmingham,18,19.3,23,4.8375
497,1,73,33.521427,-86.844112,2023-05-31,Alabama,Jefferson,Birmingham,18,19.6,0,8.8
498,1,73,33.521427,-86.844112,2023-06-01,Alabama,Jefferson,Birmingham,25,27.8,23,8.02381
499,1,73,33.521427,-86.844112,2023-06-02,Alabama,Jefferson,Birmingham,23,24.5,1,10.3
500,1,73,33.521427,-86.844112,2023-06-03,Alabama,Jefferson,Birmingham,26,28.2,23,10.466667
501,1,73,33.521427,-86.844112,2023-06-04,Alabama,Jefferson,Birmingham,27,29.0,0,10.145833
502,1,73,33.521427,-86.844112,2023-06-05,Alabama,Jefferson,Birmingham,29,31.6,20,12.725
503,1,73,33.521427,-86.844112,2023-06-06,Alabama,Jefferson,Birmingham,24,25.0,22,12.45
504,1,73,33.521427,-86.844112,2023-06-07,Alabama,Jefferson,Birmingham,24,25.3,21,9.266667
505,1,73,33.521427,-86.844112,2023-06-08,Alabama,Jefferson,Birmingham,23,24.0,0,8.379167
506,1,73,33.521427,-86.844112,2023-06-09,Alabama,Jefferson,Birmingham,38,40.2,22,14.0375
507,1,73,33.521427,-86.844112,2023-06-10,Alabama,Jefferson,Birmingham,40,42.2,1,12.983333
508,1,73,33.521427,-86.844112,2023-06-11,Alabama,Jefferson,Birmingham,10,11.6,21,5.5875
510,1,73,33.521427,-86.844112,2023-06-13,Alabama,Jefferson,Birmingham,12,13.6,10,9.054167
511,1,73,33.521427,-86.844112,2023-06-14,Alabama,Jefferson,Birmingham,17,18.0,19,9.4125
512,1,73,33.521427,-86.844112,2023-06-15,Alabama,Jefferson,Birmingham,9,10.7,13,7.27619
513,1,73,33.521427,-86.844112,2023-06-16,Alabama,Jefferson,Birmingham,18,19.5,21,8.804167
514,1,73,33.521427,-86.844112,2023-06-17,Alabama,Jefferson,Birmingham,38,40.3,20,12.020833
515,1,73,33.521427,-86.844112,2023-06-18,Alabama,Jefferson,Birmingham,17,18.0,0,8.154167
516,1,73,33.521427,-86.844112,2023-06-19,Alabama,Jefferson,Birmingham,12,13.3,23,6.7
517,1,73,33.521427,-86.844112,2023-06-20,Alabama,Jefferson,Birmingham,16,17.8,2,6.929167
518,1,73,33.521427,-86.844112,2023-06-21,Alabama,Jefferson,Birmingham,9,10.2,16,6.042857
519,1,73,33.521427,-86.844112,2023-06-22,Alabama,Jefferson,Birmingham,14,15.6,21,5.920833
520,1,73,33.521427,-86.844112,2023-06-23,Alabama,Jefferson,Birmingham,36,38.4,20,10.075
521,1,73,33.521427,-86.844112,2023-06-24,Alabama,Jefferson,Birmingham,20,21.5,0,10.145833
523,1,73,33.521427,-86.844112,2023-06-26,Alabama,Jefferson,Birmingham,16,17.0,21,8.704167
524,1,73,33.521427,-86.844112,2023-06-27,Alabama,Jefferson,Birmingham,27,29.4,22,10.208333
525,1,73,33.521427,-86.844112,2023-06-28,Alabama,Jefferson,Birmingham,32,34.6,22,11.904167
526,1,73,33.521427,-86.844112,2023-06-29,Alabama,Jefferson,Birmingham,23,24.9,0,11.852381
527,1,73,33.521427,-86.844112,2023-06-30,Alabama,Jefferson,Birmingham,25,26.5,4,10.470833
528,1,73,33.553056,-86.815,2022-01-01,Alabama,Jefferson,Birmingham,1,1.9,12,1.308333
529,1,73,33.553056,-86.815,2022-01-02,Alabama,Jefferson,Birmingham,4,4.2,9,1.954167
530,1,73,33.553056,-86.815,2022-01-03,Alabama,Jefferson,Birmingham,2,2.2,0,1.53
531,1,73,33.553056,-86.815,2022-01-04,Alabama,Jefferson,Birmingham,8,8.1,22,5.455556
532,1,73,33.553056,-86.815,2022-01-05,Alabama,Jefferson,Birmingham,27,29.4,18,16.49375
533,1,73,33.553056,-86.815,2022-01-06,Alabama,Jefferson,Birmingham,18,19.8,5,9.204167
534,1,73,33.553056,-86.815,2022-01-07,Alabama,Jefferson,Birmingham,20,21.4,22,5.8625
536,1,73,33.553056,-86.815,2022-01-09,Alabama,Jefferson,Birmingham,13,14.8,17,4.375
537,1,73,33.553056,-86.815,2022-01-10,Alabama,Jefferson,Birmingham,3,3.9,7,2.05
538,1,73,33.553056,-86.815,2022-01-11,Alabama,Jefferson,Birmingham,19,20.9,23,10.04375
539,1,73,33.553056,-86.815,2022-01-12,Alabama,Jefferson,Birmingham,31,33.1,18,20.316667
540,1,73,33.553056,-86.815,2022-01-13,Alabama,Jefferson,Birmingham,28,30.8,7,17.954167
541,1,73,33.553056,-86.815,2022-01-14,Alabama,Jefferson,Birmingham,27,29.2,19,19.115789
542,1,73,33.553056,-86.815,2022-01-15,Alabama,Jefferson,Birmingham,23,24.0,0,12.9
543,1,73,33.553056,-86.815,2022-01-16,Alabama,Jefferson,Birmingham,4,4.3,18,2.658333
544,1,73,33.553056,-86.815,2022-01-17,Alabama,Jefferson,Birmingham,25,26.6,19,8.391667
545,1,73,33.553056,-86.815,2022-01-18,Alabama,Jefferson,Birmingham,23,24.1,8,14.83
546,1,73,33.553056,-86.815,2022-01-19,Alabama,Jefferson,Birmingham,8,9.3,7,5.852941
547,1,73,33.553056,-86.815,2022-01-20,Alabama,Jefferson,Birmingham,10,11.2,1,4.48
548,1,73,33.553056,-86.815,2022-01-21,Alabama,Jefferson,Birmingham,6,6.8,16,4.0
549,1,73,33.553056,-86.815,2022-01-22,Alabama,Jefferson,Birmingham,24,25.7,23,6.616667
