,State Code,County Code,Latitude,Longitude,Date Local,State Name,County Name,City Name,AQI NO2,1st Max Value NO2,1st Max Hour NO2,Arithmetic Mean NO2
30158,6,65,33.67649,-117.33098,2022-02-21,California,Riverside,Lake Elsinore,3,3.6,5,0.833333
30160,6,65,33.67649,-117.33098,2022-02-23,California,Riverside,Lake Elsinore,9,10.1,6,3.770833
30164,6,65,33.67649,-117.33098,2022-02-27,California,Riverside,Lake Elsinore,11,12.1,7,5.595833
30165,6,65,33.67649,-117.33098,2022-02-28,California,Riverside,Lake Elsinore,12,13.5,20,5.479167
30166,6,65,33.67649,-117.33098,2022-03-01,California,Riverside,Lake Elsinore,24,25.5,6,15.884211
30167,6,65,33.67649,-117.33098,2022-03-02,California,Riverside,Lake Elsinore,30,32.2,5,12.579167
30168,6,65,33.67649,-117.33098,2022-03-03,California,Riverside,Lake Elsinore,25,26.0,6,8.1375
30169,6,65,33.67649,-117.33098,2022-03-04,California,Riverside,Lake Elsinore,3,3.2,3,1.041667
30170,6,65,33.67649,-117.33098,2022-03-05,California,Riverside,Lake Elsinore,4,4.2,23,0.5
30172,6,65,33.67649,-117.33098,2022-03-07,California,Riverside,Lake Elsinore,14,15.2,5,5.508333
30174,6,65,33.67649,-117.33098,2022-03-09,California,Riverside,Lake Elsinore,23,24.9,6,6.7125
30176,6,65,33.67649,-117.33098,2022-03-11,California,Riverside,Lake Elsinore,17,18.0,21,6.204167
30178,6,65,33.67649,-117.33098,2022-03-13,California,Riverside,Lake Elsinore,16,17.8,0,6.358333
30181,6,65,33.67649,-117.33098,2022-03-16,California,Riverside,Lake Elsinore,21,22.8,5,7.691667
30183,6,65,33.67649,-117.33098,2022-03-18,California,Riverside,Lake Elsinore,25,26.5,6,9.520833
30185,6,65,33.67649,-117.33098,2022-03-20,California,Riverside,Lake Elsinore,5,5.0,6,1.691667
30187,6,65,33.67649,-117.33098,2022-03-22,California,Riverside,Lake Elsinore,23,24.4,6,8.491667
30190,6,65,33.67649,-117.33098,2022-03-25,California,Riverside,Lake Elsinore,30,32.8,5,10.108333
30192,6,65,33.67649,-117.33098,2022-03-27,California,Riverside,Lake Elsinore,2,2.8,4,0.895833
30194,6,65,33.67649,-117.33098,2022-03-29,California,Riverside,Lake Elsinore,11,12.0,5,2.7375
30196,6,65,33.67649,-117.33098,2022-03-31,California,Riverside,Lake Elsinore,2,2.9,22,1.316667
30198,6,65,33.67649,-117.33098,2022-04-02,California,Riverside,Lake Elsinore,8,9.6,2,5.0
30199,6,65,33.67649,-117.33098,2022-04-03,California,Riverside,Lake Elsinore,5,5.4,23,3.308333
30201,6,65,33.67649,-117.33098,2022-04-05,California,Riverside,Lake Elsinore,19,20.6,4,8.829167
30203,6,65,33.67649,-117.33098,2022-04-07,California,Riverside,Lake Elsinore,25,26.2,5,7.9375
30206,6,65,33.67649,-117.33098,2022-04-10,California,Riverside,Lake Elsinore,1,1.5,11,1.025
30208,6,65,33.67649,-117.33098,2022-04-12,California,Riverside,Lake Elsinore,7,7.2,22,2.35
30210,6,65,33.67649,-117.33098,2022-04-14,California,Riverside,Lake Elsinore,15,16.4,5,4.804167
30212,6,65,33.67649,-117.33098,2022-04-16,California,Riverside,Lake Elsinore,9,10.1,4,1.85
30214,6,65,33.67649,-117.33098,2022-04-18,California,Riverside,Lake Elsinore,14,15.9,4,6.266667
30216,6,65,33.67649,-117.33098,2022-04-20,California,Riverside,Lake Elsinore,1,1.5,23,0.304348
30217,6,65,33.67649,-117.33098,2022-04-21,California,Riverside,Lake Elsinore,16,17.7,5,4.083333
30219,6,65,33.67649,-117.33098,2022-04-23,California,Riverside,Lake Elsinore,9,10.9,3,4.0375
30222,6,65,33.67649,-117.33098,2022-04-26,California,Riverside,Lake Elsinore,22,23.4,5,6.047368
30224,6,65,33.67649,-117.33098,2022-04-28,California,Riverside,Lake Elsinore,2,2.2,20,0.820833
30227,6,65,33.67649,-117.33098,2022-05-01,California,Riverside,Lake Elsinore,6,6.2,2,2.166667
30229,6,65,33.67649,-117.33098,2022-05-03,California,Riverside,Lake Elsinore,6,6.4,23,1.975
30231,6,65,33.67649,-117.33098,2022-05-05,California,Riverside,Lake Elsinore,18,19.1,5,6.7875
30233,6,65,33.67649,-117.33098,2022-05-07,California,Riverside,Lake Elsinore,8,8.9,6,2.6125
30236,6,65,33.67649,-117.33098,2022-05-10,California,Riverside,Lake Elsinore,14,15.0,5,2.629167
30238,6,65,33.67649,-117.33098,2022-05-12,California,Riverside,Lake Elsinore,24,25.0,6,7.2
30240,6,65,33.67649,-117.33098,2022-05-14,California,Riverside,Lake Elsinore,17,18.9,4,7.058333
30242,6,65,33.67649,-117.33098,2022-05-16,California,Riverside,Lake Elsinore,10,11.9,5,3.391667
30244,6,65,33.67649,-117.33098,2022-05-18,California,Riverside,Lake Elsinore,10,11.4,23,4.617647
30245,6,65,33.67649,-117.33098,2022-05-19,California,Riverside,Lake Elsinore,11,12.4,0,4.6
30247,6,65,33.67649,-117.33098,2022-05-21,California,Riverside,Lake Elsinore,3,3.2,7,1.954167
30249,6,65,33.67649,-117.33098,2022-05-23,California,Riverside,Lake Elsinore,7,7.6,3,4.1625
30251,6,65,33.67649,-117.33098,2022-05-25,California,Riverside,Lake Elsinore,16,17.5,5,8.32
30253,6,65,33.67649,-117.33098,2022-05-27,California,Riverside,Lake Elsinore,8,9.5,4,4.308333
30255,6,65,33.67649,-117.33098,2022-05-29,California,Riverside,Lake Elsinore,1,1.7,18,1.204167
30256,6,65,33.67649,-117.33098,2022-05-30,California,Riverside,Lake Elsinore,3,3.3,2,1.970833
30259,6,65,33.67649,-117.33098,2022-06-02,California,Riverside,Lake Elsinore,18,19.7,5,6.629167
30261,6,65,33.67649,-117.33098,2022-06-04,California,Riverside,Lake Elsinore,3,3.0,6,1.904167
30263,6,65,33.67649,-117.33098,2022-06-06,California,Riverside,Lake Elsinore,4,4.8,6,2.5
30265,6,65,33.67649,-117.33098,2022-06-08,California,Riverside,Lake Elsinore,13,14.9,5,7.179167
30268,6,65,33.67649,-117.33098,2022-06-11,California,Riverside,Lake Elsinore,11,12.0,5,6.025
30270,6,65,33.67649,-117.33098,2022-06-13,California,Riverside,Lake Elsinore,3,3.6,7,1.916667
30272,6,65,33.67649,-117.33098,2022-06-15,California,Riverside,Lake Elsinore,16,17.7,5,7.0
30273,6,65,33.67649,-117.33098,2022-06-16,California,Riverside,Lake Elsinore,16,17.5,5,6.633333
30276,6,65,33.67649,-117.33098,2022-06-19,California,Riverside,Lake Elsinore,8,8.0,23,2.8375
30278,6,65,33.67649,-117.33098,2022-06-21,California,Riverside,Lake Elsinore,21,22.1,5,6.095833
30280,6,65,33.67649,-117.33098,2022-06-23,California,Riverside,Lake Elsinore,25,27.8,4,9.979167
30282,6,65,33.67649,-117.33098,2022-06-25,California,Riverside,Lake Elsinore,14,15.1,6,6.016667
30288,6,65,33.67649,-117.33098,2022-07-01,California,Riverside,Lake Elsinore,11,12.0,6,4.0375
30294,6,65,33.67649,-117.33098,2022-07-07,California,Riverside,Lake Elsinore,13,14.1,5,6.008333
30297,6,65,33.67649,-117.33098,2022-07-10,California,Riverside,Lake Elsinore,8,9.4,6,4.6625
30300,6,65,33.67649,-117.33098,2022-07-13,California,Riverside,Lake Elsinore,14,15.2,5,7.279167
30303,6,65,33.67649,-117.33098,2022-07-16,California,Riverside,Lake Elsinore,15,16.0,5,6.279167
30309,6,65,33.67649,-117.33098,2022-07-22,California,Riverside,Lake Elsinore,17,18.6,4,6.5125
30312,6,65,33.67649,-117.33098,2022-07-25,California,Riverside,Lake Elsinore,8,8.3,6,4.358333
30315,6,65,33.67649,-117.33098,2022-07-28,California,Riverside,Lake Elsinore,13,14.5,6,5.058333
30318,6,65,33.67649,-117.33098,2022-07-31,California,Riverside,Lake Elsinore,7,7.3,1,3.366667
30324,6,65,33.67649,-117.33098,2022-08-06,California,Riverside,Lake Elsinore,11,12.6,3,6.025
30327,6,65,33.67649,-117.33098,2022-08-09,California,Riverside,Lake Elsinore,23,24.9,5,6.458333
30333,6,65,33.67649,-117.33098,2022-08-15,California,Riverside,Lake Elsinore,20,21.4,5,6.620833
30336,6,65,33.67649,-117.33098,2022-08-18,California,Riverside,Lake Elsinore,19,20.3,5,6.316667
30342,6,65,33.67649,-117.33098,2022-08-24,California,Riverside,Lake Elsinore,21,22.4,5,7.6375
30345,6,65,33.67649,-117.33098,2022-08-27,California,Riverside,Lake Elsinore,13,14.5,5,4.691667
30348,6,65,33.67649,-117.33098,2022-08-30,California,Riverside,Lake Elsinore,22,23.6,4,10.975
30351,6,65,33.67649,-117.33098,2022-09-02,California,Riverside,Lake Elsinore,16,17.3,5,6.1625
30357,6,65,33.67649,-117.33098,2022-09-08,California,Riverside,Lake Elsinore,19,20.6,3,11.058333
30363,6,65,33.67649,-117.33098,2022-09-14,California,Riverside,Lake Elsinore,14,15.5,5,5.420833
30366,6,65,33.67649,-117.33098,2022-09-17,California,Riverside,Lake Elsinore,11,12.7,2,4.433333
30372,6,65,33.67649,-117.33098,2022-09-23,California,Riverside,Lake Elsinore,25,27.5,4,11.345
30375,6,65,33.67649,-117.33098,2022-09-26,California,Riverside,Lake Elsinore,25,26.3,5,11.045833
30381,6,65,33.67649,-117.33098,2022-10-02,California,Riverside,Lake Elsinore,4,4.7,18,3.6
30384,6,65,33.67649,-117.33098,2022-10-05,California,Riverside,Lake Elsinore,25,26.9,6,11.3375
30396,6,65,33.67649,-117.33098,2022-10-17,California,Riverside,Lake Elsinore,25,27.4,22,14.770833
30400,6,65,33.67649,-117.33098,2022-10-21,California,Riverside,Lake Elsinore,23,24.7,6,9.991667
30403,6,65,33.67649,-117.33098,2022-10-24,California,Riverside,Lake Elsinore,22,23.2,21,8.166667
30407,6,65,33.67649,-117.33098,2022-10-28,California,Riverside,Lake Elsinore,25,26.1,4,10.2
30413,6,65,33.67649,-117.33098,2022-11-03,California,Riverside,Lake Elsinore,11,12.6,23,4.75
30416,6,65,33.67649,-117.33098,2022-11-06,California,Riverside,Lake Elsinore,13,14.3,1,6.345833
30422,6,65,33.67649,-117.33098,2022-11-12,California,Riverside,Lake Elsinore,17,18.6,0,11.120833
30425,6,65,33.67649,-117.33098,2022-11-15,California,Riverside,Lake Elsinore,25,26.0,0,10.8125
30431,6,65,33.67649,-117.33098,2022-11-21,California,Riverside,Lake Elsinore,27,29.7,8,14.075
30434,6,65,33.67649,-117.33098,2022-11-24,California,Riverside,Lake Elsinore,23,24.8,0,6.279167
30436,6,65,33.67649,-117.33098,2022-11-26,California,Riverside,Lake Elsinore,18,19.2,19,11.125
30439,6,65,33.67649,-117.33098,2022-11-29,California,Riverside,Lake Elsinore,15,16.9,6,6.125
30445,6,65,33.67649,-117.33098,2022-12-05,California,Riverside,Lake Elsinore,10,11.1,4,3.908333
30448,6,65,33.67649,-117.33098,2022-12-08,California,Riverside,Lake Elsinore,28,30.7,21,14.483333
30450,6,65,33.67649,-117.33098,2022-12-10,California,Riverside,Lake Elsinore,19,20.8,0,10.520833
30453,6,65,33.67649,-117.33098,2022-12-13,California,Riverside,Lake Elsinore,19,20.1,19,10.7625
30456,6,65,33.67649,-117.33098,2022-12-16,California,Riverside,Lake Elsinore,24,25.8,7,10.45
30462,6,65,33.67649,-117.33098,2022-12-22,California,Riverside,Lake Elsinore,29,31.0,19,19.970833
30464,6,65,33.67649,-117.33098,2022-12-24,California,Riverside,Lake Elsinore,20,21.9,0,9.783333
30468,6,65,33.67649,-117.33098,2022-12-28,California,Riverside,Lake Elsinore,7,7.2,19,4.083333
30474,6,65,33.67649,-117.33098,2023-01-04,California,Riverside,Lake Elsinore,6,6.5,18,2.329167
30476,6,65,33.67649,-117.33098,2023-01-06,California,Riverside,Lake Elsinore,19,20.1,19,8.3125
30480,6,65,33.67649,-117.33098,2023-01-10,California,Riverside,Lake Elsinore,8,8.8,22,1.995833
30482,6,65,33.67649,-117.33098,2023-01-12,California,Riverside,Lake Elsinore,19,20.8,19,11.704167
30488,6,65,33.67649,-117.33098,2023-01-18,California,Riverside,Lake Elsinore,21,22.3,20,11.6875
30494,6,65,33.67649,-117.33098,2023-01-24,California,Riverside,Lake Elsinore,21,22.5,6,12.208333
30497,6,65,33.67649,-117.33098,2023-01-27,California,Riverside,Lake Elsinore,26,28.3,21,13.170833
30503,6,65,33.67649,-117.33098,2023-02-02,California,Riverside,Lake Elsinore,21,22.9,7,14.675
30506,6,65,33.67649,-117.33098,2023-02-05,California,Riverside,Lake Elsinore,15,16.6,3,6.779167
30509,6,65,33.67649,-117.33098,2023-02-08,California,Riverside,Lake Elsinore,25,26.9,23,13.9125
30512,6,65,33.67649,-117.33098,2023-02-11,California,Riverside,Lake Elsinore,13,14.6,1,5.820833
30515,6,65,33.67649,-117.33098,2023-02-14,California,Riverside,Lake Elsinore,9,10.2,20,2.6375
30521,6,65,33.67649,-117.33098,2023-02-20,California,Riverside,Lake Elsinore,23,24.2,6,9.525
30523,6,65,33.67649,-117.33098,2023-02-22,California,Riverside,Lake Elsinore,2,2.4,9,0.983333
30529,6,65,33.67649,-117.33098,2023-02-28,California,Riverside,Lake Elsinore,5,5.7,3,1.945833
30532,6,65,33.67649,-117.33098,2023-03-03,California,Riverside,Lake Elsinore,15,16.1,6,8.291667
30538,6,65,33.67649,-117.33098,2023-03-09,California,Riverside,Lake Elsinore,12,13.8,7,8.1625
30541,6,65,33.67649,-117.33098,2023-03-12,California,Riverside,Lake Elsinore,5,5.1,21,2.4375
30553,6,65,33.67649,-117.33098,2023-04-01,California,Riverside,Lake Elsinore,15,16.2,5,6.8625
30559,6,65,33.67649,-117.33098,2023-04-07,California,Riverside,Lake Elsinore,24,25.1,5,8.563636
30565,6,65,33.67649,-117.33098,2023-04-13,California,Riverside,Lake Elsinore,2,2.2,6,1.494444
30568,6,65,33.67649,-117.33098,2023-04-16,California,Riverside,Lake Elsinore,8,9.7,5,4.8625
30571,6,65,33.67649,-117.33098,2023-04-19,California,Riverside,Lake Elsinore,9,10.8,4,4.875
30574,6,65,33.67649,-117.33098,2023-04-22,California,Riverside,Lake Elsinore,13,14.6,6,6.704167
30576,6,65,33.67649,-117.33098,2023-04-24,California,Riverside,Lake Elsinore,5,5.4,14,3.475
30578,6,65,33.67649,-117.33098,2023-04-26,California,Riverside,Lake Elsinore,14,15.5,5,8.079167
30580,6,65,33.67649,-117.33098,2023-04-28,California,Riverside,Lake Elsinore,21,22.6,5,9.091667
30584,6,65,33.67649,-117.33098,2023-05-02,California,Riverside,Lake Elsinore,2,2.7,23,1.1875
30586,6,65,33.67649,-117.33098,2023-05-04,California,Riverside,Lake Elsinore,4,4.7,8,1.425
30590,6,65,33.67649,-117.33098,2023-05-08,California,Riverside,Lake Elsinore,10,11.5,5,4.525
30592,6,65,33.67649,-117.33098,2023-05-10,California,Riverside,Lake Elsinore,2,2.2,19,1.345833
30594,6,65,33.67649,-117.33098,2023-05-12,California,Riverside,Lake Elsinore,7,7.7,23,5.004167
30598,6,65,33.67649,-117.33098,2023-05-16,California,Riverside,Lake Elsinore,15,16.0,6,8.091667
30599,6,65,33.67649,-117.33098,2023-05-17,California,Riverside,Lake Elsinore,17,18.6,5,8.466667
30601,6,65,33.67649,-117.33098,2023-05-19,California,Riverside,Lake Elsinore,6,6.7,8,3.941667
30602,6,65,33.67649,-117.33098,2023-05-20,California,Riverside,Lake Elsinore,7,7.1,6,4.258333
30604,6,65,33.67649,-117.33098,2023-05-22,California,Riverside,Lake Elsinore,6,6.4,6,3.779167
30606,6,65,33.67649,-117.33098,2023-05-24,California,Riverside,Lake Elsinore,3,3.4,5,1.791667
30608,6,65,33.67649,-117.33098,2023-05-26,California,Riverside,Lake Elsinore,5,5.7,23,2.145833
30609,6,65,33.67649,-117.33098,2023-05-27,California,Riverside,Lake Elsinore,5,5.8,5,3.191667
30610,6,65,33.67649,-117.33098,2023-05-28,California,Riverside,Lake Elsinore,3,3.4,20,2.1
30614,6,65,33.67649,-117.33098,2023-06-01,California,Riverside,Lake Elsinore,5,5.0,12,2.820833
30615,6,65,33.67649,-117.33098,2023-06-02,California,Riverside,Lake Elsinore,6,6.8,23,3.408333
30616,6,65,33.67649,-117.33098,2023-06-03,California,Riverside,Lake Elsinore,9,10.6,4,4.55
30620,6,65,33.67649,-117.33098,2023-06-07,California,Riverside,Lake Elsinore,5,5.3,4,1.854167
30626,6,65,33.67649,-117.33098,2023-06-13,California,Riverside,Lake Elsinore,8,8.9,5,4.291667
30627,6,65,33.67649,-117.33098,2023-06-14,California,Riverside,Lake Elsinore,8,8.7,3,5.008333
30628,6,65,33.67649,-117.33098,2023-06-15,California,Riverside,Lake Elsinore,4,4.9,18,2.420833
30632,6,65,33.67649,-117.33098,2023-06-19,California,Riverside,Lake Elsinore,3,3.3,19,1.879167
30633,6,65,33.67649,-117.33098,2023-06-20,California,Riverside,Lake Elsinore,7,7.8,3,3.733333
30634,6,65,33.67649,-117.33098,2023-06-21,California,Riverside,Lake Elsinore,21,22.3,5,6.016667
30640,6,65,33.67649,-117.33098,2023-06-27,California,Riverside,Lake Elsinore,17,18.2,4,5.291667
30641,6,65,33.67649,-117.33098,2023-06-28,California,Riverside,Lake Elsinore,4,4.6,0,2.678947
30642,6,65,33.67649,-117.33098,2023-06-29,California,Riverside,Lake Elsinore,11,12.6,6,5.679167
30646,6,65,33.85275,-116.54101,2022-01-03,California,Riverside,Palm Springs,25,27.3,17,14.783333
30647,6,65,33.85275,-116.54101,2022-01-04,California,Riverside,Palm Springs,26,28.2,21,16.608333
30648,6,65,33.85275,-116.54101,2022-01-05,California,Riverside,Palm Springs,29,31.2,3,20.270833
30652,6,65,33.85275,-116.54101,2022-01-09,California,Riverside,Palm Springs,9,10.7,17,4.170833
30653,6,65,33.85275,-116.54101,2022-01-10,California,Riverside,Palm Springs,13,14.0,16,5.895833
30654,6,65,33.85275,-116.54101,2022-01-11,California,Riverside,Palm Springs,22,23.0,21,6.779167
30658,6,65,33.85275,-116.54101,2022-01-15,California,Riverside,Palm Springs,24,25.1,17,6.875
30659,6,65,33.85275,-116.54101,2022-01-16,California,Riverside,Palm Springs,28,30.9,21,13.779167
30660,6,65,33.85275,-116.54101,2022-01-17,California,Riverside,Palm Springs,26,28.4,1,14.766667
30664,6,65,33.85275,-116.54101,2022-01-21,California,Riverside,Palm Springs,27,29.0,7,11.220833
30665,6,65,33.85275,-116.54101,2022-01-22,California,Riverside,Palm Springs,5,5.6,21,1.054167
30666,6,65,33.85275,-116.54101,2022-01-23,California,Riverside,Palm Springs,14,15.7,22,4.604167
30667,6,65,33.85275,-116.54101,2022-01-24,California,Riverside,Palm Springs,19,20.7,18,11.766667
30668,6,65,33.85275,-116.54101,2022-01-25,California,Riverside,Palm Springs,28,30.4,6,9.754167
30669,6,65,33.85275,-116.54101,2022-01-26,California,Riverside,Palm Springs,14,15.9,18,6.358333
30672,6,65,33.85275,-116.54101,2022-01-29,California,Riverside,Palm Springs,29,31.3,7,15.154167
30673,6,65,33.85275,-116.54101,2022-01-30,California,Riverside,Palm Springs,11,12.4,23,7.208333
30674,6,65,33.85275,-116.54101,2022-01-31,California,Riverside,Palm Springs,33,35.0,7,17.670833
30676,6,65,33.85275,-116.54101,2022-02-02,California,Riverside,Palm Springs,17,18.8,2,3.291667
30677,6,65,33.85275,-116.54101,2022-02-03,California,Riverside,Palm Springs,19,20.9,22,6.270833
30678,6,65,33.85275,-116.54101,2022-02-04,California,Riverside,Palm Springs,15,16.7,6,6.333333
30681,6,65,33.85275,-116.54101,2022-02-07,California,Riverside,Palm Springs,21,22.6,20,9.8375
30682,6,65,33.85275,-116.54101,2022-02-08,California,Riverside,Palm Springs,24,25.9,7,6.466667
30683,6,65,33.85275,-116.54101,2022-02-09,California,Riverside,Palm Springs,19,20.7,6,5.725
30687,6,65,33.85275,-116.54101,2022-02-13,California,Riverside,Palm Springs,17,18.6,22,7.2375
30688,6,65,33.85275,-116.54101,2022-02-14,California,Riverside,Palm Springs,20,21.0,7,10.3125
30689,6,65,33.85275,-116.54101,2022-02-15,California,Riverside,Palm Springs,10,11.3,8,3.395
30693,6,65,33.85275,-116.54101,2022-02-19,California,Riverside,Palm Springs,21,22.3,19,9.725
30694,6,65,33.85275,-116.54101,2022-02-20,California,Riverside,Palm Springs,9,10.5,0,4.391667
30695,6,65,33.85275,-116.54101,2022-02-21,California,Riverside,Palm Springs,8,9.5,23,3.095833
30697,6,65,33.85275,-116.54101,2022-02-23,California,Riverside,Palm Springs,10,11.2,23,3.754167
30698,6,65,33.85275,-116.54101,2022-02-24,California,Riverside,Palm Springs,25,27.5,20,8.841667
30699,6,65,33.85275,-116.54101,2022-02-25,California,Riverside,Palm Springs,19,20.2,7,8.179167
30701,6,65,33.85275,-116.54101,2022-02-27,California,Riverside,Palm Springs,22,23.5,7,6.8125
30702,6,65,33.85275,-116.54101,2022-02-28,California,Riverside,Palm Springs,21,22.9,22,4.2875
30703,6,65,33.85275,-116.54101,2022-03-01,California,Riverside,Palm Springs,21,22.2,23,9.220833
30705,6,65,33.85275,-116.54101,2022-03-03,California,Riverside,Palm Springs,18,19.1,7,8.120833
30706,6,65,33.85275,-116.54101,2022-03-04,California,Riverside,Palm Springs,9,10.8,22,3.9
30707,6,65,33.85275,-116.54101,2022-03-05,California,Riverside,Palm Springs,14,15.3,4,4.566667
30709,6,65,33.85275,-116.54101,2022-03-07,California,Riverside,Palm Springs,8,9.4,7,3.241667
30710,6,65,33.85275,-116.54101,2022-03-08,California,Riverside,Palm Springs,17,18.1,20,6.5
30711,6,65,33.85275,-116.54101,2022-03-09,California,Riverside,Palm Springs,25,26.2,3,9.770833
30713,6,65,33.85275,-116.54101,2022-03-11,California,Riverside,Palm Springs,18,19.8,6,4.620833
30714,6,65,33.85275,-116.54101,2022-03-12,California,Riverside,Palm Springs,14,15.3,23,6.65
30715,6,65,33.85275,-116.54101,2022-03-13,California,Riverside,Palm Springs,25,27.3,6,6.966667
30717,6,65,33.85275,-116.54101,2022-03-15,California,Riverside,Palm Springs,25,26.6,4,9.691667
30718,6,65,33.85275,-116.54101,2022-03-16,California,Riverside,Palm Springs,11,12.3,1,4.4875
30719,6,65,33.85275,-116.54101,2022-03-17,California,Riverside,Palm Springs,25,27.1,6,6.466667
30720,6,65,33.85275,-116.54101,2022-03-18,California,Riverside,Palm Springs,19,20.1,2,8.533333
30721,6,65,33.85275,-116.54101,2022-03-19,California,Riverside,Palm Springs,30,32.0,6,7.416667
30722,6,65,33.85275,-116.54101,2022-03-20,California,Riverside,Palm Springs,5,5.4,7,1.495833
30724,6,65,33.85275,-116.54101,2022-03-22,California,Riverside,Palm Springs,17,18.4,21,6.3625
30725,6,65,33.85275,-116.54101,2022-03-23,California,Riverside,Palm Springs,22,23.1,23,8.6375
30726,6,65,33.85275,-116.54101,2022-03-24,California,Riverside,Palm Springs,22,23.0,5,10.720833
30730,6,65,33.85275,-116.54101,2022-03-28,California,Riverside,Palm Springs,8,8.3,19,1.416667
30731,6,65,33.85275,-116.54101,2022-03-29,California,Riverside,Palm Springs,17,18.2,6,4.041667
30732,6,65,33.85275,-116.54101,2022-03-30,California,Riverside,Palm Springs,5,5.7,20,3.266667
30736,6,65,33.85275,-116.54101,2022-04-03,California,Riverside,Palm Springs,7,7.1,6,4.1375
30737,6,65,33.85275,-116.54101,2022-04-04,California,Riverside,Palm Springs,8,9.9,19,5.65
30738,6,65,33.85275,-116.54101,2022-04-05,California,Riverside,Palm Springs,20,21.4,6,8.366667
30742,6,65,33.85275,-116.54101,2022-04-09,California,Riverside,Palm Springs,15,16.0,6,5.795833
30743,6,65,33.85275,-116.54101,2022-04-10,California,Riverside,Palm Springs,3,3.9,1,1.9875
30744,6,65,33.85275,-116.54101,2022-04-11,California,Riverside,Palm Springs,9,10.8,6,2.204167
30748,6,65,33.85275,-116.54101,2022-04-15,California,Riverside,Palm Springs,12,13.2,7,3.425
30749,6,65,33.85275,-116.54101,2022-04-16,California,Riverside,Palm Springs,4,4.8,7,1.729167
30750,6,65,33.85275,-116.54101,2022-04-17,California,Riverside,Palm Springs,8,8.2,22,2.358333
30754,6,65,33.85275,-116.54101,2022-04-21,California,Riverside,Palm Springs,12,13.8,6,3.741667
30755,6,65,33.85275,-116.54101,2022-04-22,California,Riverside,Palm Springs,5,5.7,6,1.804167
30756,6,65,33.85275,-116.54101,2022-04-23,California,Riverside,Palm Springs,8,9.7,22,2.545833
30757,6,65,33.85275,-116.54101,2022-04-24,California,Riverside,Palm Springs,30,32.4,1,4.995833
30759,6,65,33.85275,-116.54101,2022-04-26,California,Riverside,Palm Springs,22,23.5,6,5.270833
30760,6,65,33.85275,-116.54101,2022-04-27,California,Riverside,Palm Springs,4,4.9,7,2.195833
30761,6,65,33.85275,-116.54101,2022-04-28,California,Riverside,Palm Springs,4,4.0,2,2.054167
30765,6,65,33.85275,-116.54101,2022-05-02,California,Riverside,Palm Springs,9,10.2,8,3.454167
30766,6,65,33.85275,-116.54101,2022-05-03,California,Riverside,Palm Springs,11,12.5,22,4.316667
30768,6,65,33.85275,-116.54101,2022-05-05,California,Riverside,Palm Springs,14,15.3,7,4.368182
30771,6,65,33.85275,-116.54101,2022-05-08,California,Riverside,Palm Springs,2,2.3,2,1.0125
30773,6,65,33.85275,-116.54101,2022-05-10,California,Riverside,Palm Springs,11,12.2,6,3.270833
30775,6,65,33.85275,-116.54101,2022-05-12,California,Riverside,Palm Springs,26,28.8,4,7.95
30778,6,65,33.85275,-116.54101,2022-05-15,California,Riverside,Palm Springs,10,11.0,6,3.429167
30782,6,65,33.85275,-116.54101,2022-05-19,California,Riverside,Palm Springs,21,22.4,4,5.6375
30783,6,65,33.85275,-116.54101,2022-05-20,California,Riverside,Palm Springs,2,2.9,0,1.983333
30789,6,65,33.85275,-116.54101,2022-05-26,California,Riverside,Palm Springs,15,16.8,2,4.947619
30793,6,65,33.85275,-116.54101,2022-05-30,California,Riverside,Palm Springs,5,5.3,5,1.8625
30795,6,65,33.85275,-116.54101,2022-06-01,California,Riverside,Palm Springs,12,13.4,5,4.233333
30801,6,65,33.85275,-116.54101,2022-06-07,California,Riverside,Palm Springs,9,10.7,3,4.104167
30803,6,65,33.85275,-116.54101,2022-06-09,California,Riverside,Palm Springs,25,27.5,4,6.5875
30805,6,65,33.85275,-116.54101,2022-06-11,California,Riverside,Palm Springs,9,10.6,6,3.575
30808,6,65,33.85275,-116.54101,2022-06-14,California,Riverside,Palm Springs,6,6.2,22,3.045833
30810,6,65,33.85275,-116.54101,2022-06-16,California,Riverside,Palm Springs,10,11.3,6,4.929167
30812,6,65,33.85275,-116.54101,2022-06-18,California,Riverside,Palm Springs,6,6.7,6,2.075
30818,6,65,33.85275,-116.54101,2022-06-24,California,Riverside,Palm Springs,6,6.9,6,3.145833
30820,6,65,33.85275,-116.54101,2022-06-26,California,Riverside,Palm Springs,11,12.2,4,3.65
30822,6,65,33.85275,-116.54101,2022-06-28,California,Riverside,Palm Springs,11,12.2,6,3.441667
30825,6,65,33.85275,-116.54101,2022-07-01,California,Riverside,Palm Springs,8,8.5,5,2.733333
30827,6,65,33.85275,-116.54101,2022-07-03,California,Riverside,Palm Springs,2,2.5,23,1.0125
30829,6,65,33.85275,-116.54101,2022-07-05,California,Riverside,Palm Springs,5,5.1,6,2.283333
30830,6,65,33.85275,-116.54101,2022-07-06,California,Riverside,Palm Springs,8,8.2,5,3.533333
30833,6,65,33.85275,-116.54101,2022-07-09,California,Riverside,Palm Springs,4,4.2,6,1.791667
30835,6,65,33.85275,-116.54101,2022-07-11,California,Riverside,Palm Springs,5,5.9,5,2.883333
30837,6,65,33.85275,-116.54101,2022-07-13,California,Riverside,Palm Springs,8,8.8,23,4.604167
